Internal Name, Readable Name,String
npc_dota_hero_visage,Visage,"<hc>Visage</hc> is individually wea,k but with his familiars it is difficult to fully remove him from a fight."
npc_dota_hero_visage,Visage,"Between <hc>Visage</hc> and his familiars, <hc>Visage</hc> can deal heavy amounts of physical burst damage and often purchases <ic>Solar Crest</ic> to amplify this damage."
npc_dota_hero_visage,Visage,<ic>Aghanim's Scepter</ic> is a common pickup for <hc>Visage</hc> as it allows him to summon an extra familiar.
npc_dota_hero_slark,Slark,<hc>Slark</hc> is very good at ganking heroes with stuns because he can catch them with <ac>Pounce</ac> and then use his <ac>Dark Pact</ac> to strong dispel any response from his opponents.
npc_dota_hero_slark,Slark,"Fighting <hc>Slark</hc> for long periods of time is dangerous because he steals attributes from you with every hit, increasing his attack speed, damage, and armor."
npc_dota_hero_slark,Slark,<hc>Slark</hc> is very difficult to kill because a poorly timed disable can be removed by his low cooldown <ac>Dark Pact</ac>. He can become untargetable for a few seconds while healing with <ac>Shadow Dance</ac>.
npc_dota_hero_slark,Slark,"Because <hc>Slark</hc> is very dependent on his abilities to stay alive, disabling him before <ac>Dark Pact</ac> is used will often ensure a kill."
npc_dota_hero_medusa,Medusa,"<hc>Medusa</hc> can deal a moderate amount of damage to several enemies at the same time, but lacks the output to easily put down isolated heroes."
npc_dota_hero_medusa,Medusa,<hc>Medusa</hc> is very difficult to kill because her <ac>Mana Shield</ac> blocks incoming damage. Draining her mana can be an effective way to lower her effectiveness.
npc_dota_hero_medusa,Medusa,"<hc>Medusa</hc> requires a moderate amount of gold and items to become a damage threat, but is always strong in a teamfight due to <ac>Stone Gaze</ac>."
npc_dota_hero_medusa,Medusa,<hc>Medusa</hc> benefits a lot from an item like <ic>Eye of Skadi</ic> as it provides survivability and and a gives slow to combo with her <ac>Split Shot</ac> ability.
npc_dota_hero_troll_warlord,Troll Warlord,"<hc>Troll Warlord</hc> has high attack speed as well as a chance to bash in close range, making him dangerous if you lack disable or mobility."
npc_dota_hero_troll_warlord,Troll Warlord,"<hc>Troll Warlord</hc> often purchase items with a mix of attributes, life steal, and movement speed to chase enemies and maneuver around teamfights."
npc_dota_hero_troll_warlord,Troll Warlord,<hc>Troll Warlord</hc> beats most physical damage heroes as his <ac>Whirling Axes</ac> ability can make them miss attacks.
npc_dota_hero_troll_warlord,Troll Warlord,"<hc>Troll Warlord</hc> can amplify his team's attack speed, allowing his team to blow through undefended towers and barracks."
npc_dota_hero_centaur,Centaur Warrunner,"<hc>Centaur Warrunner</hc> is great at initiating teamfights, either by charging in with <ac>Stampede</ac>, or using a <ic>Blink Dagger</ic>."
npc_dota_hero_centaur,Centaur Warrunner,"<hc>Centaur Warrunner</hc> can use <ac>Double Edge</ac> to rapidly clear creeps or heavily damaged, grouped heroes."
npc_dota_hero_centaur,Centaur Warrunner,"<hc>Centaur Warrunner</hc> works best when using <ac>Hoof Stomp</ac> to stun multiple enemies, allowing time for allies to follow up."
npc_dota_hero_centaur,Centaur Warrunner,<hc>Centaur Warrunner</hc> works best in the offlane because he can <ac>Return</ac> some of harass damage he takes and jungle if the lane gets too dangerous.
npc_dota_hero_magnataur,Magnus,<hc>Magnus</hc>' ultimate <ac>Reverse Polarity</ac> groups and stuns nearby enemies. 
npc_dota_hero_magnataur,Magnus,<hc>Magnus</hc> often purchases <ic>Blink Dagger</ic> to help him take advantage of positioning mistakes by his enemies.
npc_dota_hero_magnataur,Magnus,<hc>Magnus</hc> can give an ally a cleave with <ac>Empower</ac> which helps them kill creeps much faster and profit from his <ac>Reverse Polarity</ac>.
npc_dota_hero_magnataur,Magnus,<hc>Magnus</hc> can use <ac>Skewer</ac> to escape danger or to charge enemies towards his allies to ensure a kill.
npc_dota_hero_shredder,Timbersaw,<hc>Timbersaw</hc> deals pure damage with his abilities but requires a lot of mana and skill to cast them.
npc_dota_hero_shredder,Timbersaw,<hc>Timbersaw</hc> uses <ac>Timber Chain</ac> to zip around teamfights quickly.
npc_dota_hero_shredder,Timbersaw,"<hc>Timbersaw</hc>'s armor and regen are increased the more he is attacked, making him very difficult to kill through physical damage."
npc_dota_hero_shredder,Timbersaw,<hc>Timbersaw</hc> is best at killing Strength heroes since <ac>Whirling Death</ac> temporarily reduces their primary attribute.
npc_dota_hero_bristleback,Bristleback,<hc>Bristleback</hc> takes reduced damage when he turns his back to his enemies.  He has a chance to release damaging quills on every received attack.
npc_dota_hero_bristleback,Bristleback,<hc>Bristleback</hc> relies on items that increase his survivability like <ic>Crimson Guard</ic> or <ic>Pipe of Insight</ic>.
npc_dota_hero_bristleback,Bristleback,<hc>Bristleback</hc> prefers to be focused over his allies as he can reduce incoming damage.
npc_dota_hero_bristleback,Bristleback,<hc>Bristleback</hc> does more damage as the fight goes on due to the stacking damage from <ac>Quill Spray</ac> and the damage increase from <ac>Warpath</ac>.
npc_dota_hero_tusk,Tusk,<hc>Tusk</hc> is very strong at chasing enemies.  He can block their escape path with <ac>Ice Shards</ac> or catch them in a <ac>Snowball</ac> with his allies.
npc_dota_hero_tusk,Tusk,<hc>Tusk</hc> can protect himself and nearby allies by rolling them into his <ac>Snowball</ac>.
npc_dota_hero_tusk,Tusk,<hc>Tusk</hc> can use his <ac>Frozen Sigil</ac> to scout for enemy movement or simply reduce their attack and movement speed in a fight.
npc_dota_hero_tusk,Tusk,<hc>Tusk</hc> wants to block enemy retreat paths and initiate with his other damage and stun abilities when they turn to fight.
npc_dota_hero_skywrath_mage,Skywrath Mage,<hc>Skywrath Mage</hc> is very vulnerable but makes up for it with huge burst damage that works best when combo'ed with an ally.
npc_dota_hero_skywrath_mage,Skywrath Mage,<hc>Skywrath Mage</hc> works well against heroes who require their abilities to survive since <ac>Ancient Seal</ac> silences them and lowers their magic resistance.
npc_dota_hero_skywrath_mage,Skywrath Mage,<hc>Skywrath Mage</hc> falls off heavily in usefulness once his opponents purchase <ic>Black King Bar</ic> since it counters all of his skills.
npc_dota_hero_skywrath_mage,Skywrath Mage,<hc>Skywrath Mage</hc> combos well with allies who have stuns or roots since it guarantees <hc>Skywrath Mage</hc> maximizes his <ac>Mystic Flare</ac> damage.
npc_dota_hero_abaddon,Abaddon,"<hc>Abaddon</hc> can use <ac>Aphotic Shield</ac> to dispel most negative debuffs from his allies such as stuns, silences, or slows."
npc_dota_hero_abaddon,Abaddon,"Between <ac>Aphotic Shield</ac> and <ac>Mist Coil</ac>, <hc>Abaddon</hc> can usually keep an ally alive if they are focused or disabled."
npc_dota_hero_abaddon,Abaddon,<hc>Abaddon</hc> is very difficult to kill because of <ac>Borrowed Time</ac>. It automatically triggers when he is low health and any damage he takes heals him instead.
npc_dota_hero_abaddon,Abaddon,"<hc>Abaddon</hc> can be annoying to play against. He is difficult to kill, but he can also heal and dispel the debuffs placed on his allies."
npc_dota_hero_elder_titan,Elder Titan,<hc>Elder Titan</hc> amplifies the damage your team does by reducing nearby enemies' base armor and magic resistance with <ac>Natural Order</ac>.
npc_dota_hero_elder_titan,Elder Titan,<hc>Elder Titan</hc>'s abilities are difficult to land but can combo to deal a huge amount of damage.
npc_dota_hero_elder_titan,Elder Titan,<hc>Elder Titan</hc>'s <ac>Astral Spirit</ac> can be moved independently of his hero for a short time and does a mirrored version of his <ac>Echo Stomp</ac> ability.
npc_dota_hero_legion_commander,Legion Commander,"<hc>Legion Commander</hc> is known for her <ac>Duel</ac> ability that forces an opponent to fight her, giving the winner permanent bonus damage. She uses this to lock down difficult to kill heroes."
npc_dota_hero_legion_commander,Legion Commander,<hc>Legion Commander</hc> often prioritizes killing creeps to purchase <ic>Blink Dagger</ic> so that she can more easily <ac>Duel</ac> heroes who are out of position.
npc_dota_hero_legion_commander,Legion Commander,<hc>Legion Commander</hc> can use <ac>Press The Attack</ac> to dispel most negative debuffs from herself and allies as well as buff her attack speed before a <ac>Duel</ac>.
npc_dota_hero_legion_commander,Legion Commander,<hc>Legion Commander</hc> is effective against illusion-based heroes thanks to her <ac>Overwhelming Odds</ac> ability.
npc_dota_hero_ember_spirit,Ember Spirit,"<hc>Ember Spirit</hc> is an extremely mobile hero with a high skill cap. He uses his skills to block or dodge damage taken while rooting, chasing, and finishing off retreating enemies."
npc_dota_hero_ember_spirit,Ember Spirit,<hc>Ember Spirit</hc> uses <ac>Sleight of Fist</ac> to reach out and hit enemies in an area while safely applying <ac>Searing Chains</ac> to initiate.
npc_dota_hero_ember_spirit,Ember Spirit,"<hc>Ember Spirit</hc> is very good at split pushing because he can drop a <ac>Fire Remnant</ac>, teleport to another lane to push, then return to his placed <ac>Fire Remnant</ac>."
npc_dota_hero_ember_spirit,Ember Spirit,<hc>Ember Spirit</hc> is weak versus silences and stuns that prevent him from using his evasive abilities.
npc_dota_hero_earth_spirit,Earth Spirit,"<hc>Earth Spirit</hc> has an area of effect stun and silence, making him very strong at ganking and teamfighting."
npc_dota_hero_earth_spirit,Earth Spirit,<hc>Earth Spirit</hc> can use <ac>Rolling Boulder</ac> to roll great distances to quickly initiate on enemies.
npc_dota_hero_earth_spirit,Earth Spirit,<hc>Earth Spirit</hc> can deal massive damage in a teamfight with <ac>Magnetize</ac>. Nearby <ac>Stone Remnants</ac> explode and increase it's duration.
npc_dota_hero_earth_spirit,Earth Spirit,"<hc>Earth Spirit</hc> requires <ac>Stone Remnants</ac> to make his abilities stronger, but needs to carefully balance their charges or risk being less effective."
npc_dota_hero_terrorblade,Terrorblade,<hc>Terrorblade</hc> uses <ac>Conjure Image</ac> to create illusions of himself to help him kill creeps and battle enemy heroes.
npc_dota_hero_terrorblade,Terrorblade,<hc>Terrorblade</hc> uses <ac>Metamorphosis</ac> to greatly increase his damage and attack range.  This allows him to better siege towers and be more effective in teamfights.
npc_dota_hero_terrorblade,Terrorblade,"If <hc>Terrorblade</hc> is not killed quickly when low on health, he can use <ac>Sunder</ac> on an enemy to swap their health amounts, often causing their death and his escape."
npc_dota_hero_terrorblade,Terrorblade,"<hc>Terrorblade</hc> is best countered by stuns, magic damage, and silences to prevent him from escaping."
npc_dota_hero_phoenix,Phoenix,"<hc>Phoenix</hc> deals a large amount of damage over time, but loses health points with every ability use."
npc_dota_hero_phoenix,Phoenix,"<hc>Phoenix</hc> is very mobile and good at dealing damage from long range, but can be countered by silences."
npc_dota_hero_phoenix,Phoenix,"<hc>Phoenix</hc> can swing teamfights with <ac>Supernova</ac>.  If the enemy team fails to hit the egg enough times before it explodes, <hc>Phoenix</hc> is reborn."
npc_dota_hero_phoenix,Phoenix,"<hc>Phoenix</hc> must place <ac>Supernova</ac> in a perfect position. If it's too safe, it won't threaten his opponents. If placed too aggressive, it will be focused and killed."
npc_dota_hero_oracle,Oracle,<hc>Oracle</hc> uses <ac>False Promise</ac> to dispel stuns or disables on an ally and amplify their healing to keep them alive when they get focused.
npc_dota_hero_oracle,Oracle,"<hc>Oracle</hc> deals above average magic damage with <ac>Purifying Flames</ac>.  However, at the end of it's damage over time effect, it partially heals the target."
npc_dota_hero_oracle,Oracle,<hc>Oracle</hc> wants to sit behind and protect his allies without being focused as he can't easily defend himself.
npc_dota_hero_oracle,Oracle,<hc>Oracle</hc> can use his <ac>Fate's Edict</ac> ability to stop an enemy from attacking or save an ally from magical damage.
npc_dota_hero_techies,Techies,"<hc>Techies</hc>' proximity mines cannot be detected by True Sight, but become visible if an enemy is within the area of the mine."
npc_dota_hero_techies,Techies,<hc>Techies</hc> can set up his <ac>Proximity Mines</ac> inside tree paths to catch heroes by surprise.
npc_dota_hero_techies,Techies,<hc>Techies</hc> lets his mines do the fighting for him and relies on them to make up for low damage and slow movement speed.
npc_dota_hero_techies,Techies,<hc>Techies</hc> can place his cloaked <ac>Remote Mines</ac> in a clump and wait for any unsuspecting heroes to cross their path before triggering them.
npc_dota_hero_winter_wyvern,Winter Wyvern,<hc>Winter Wyvern</hc> can save allies against physical damage by using <ac>Cold Embrace</ac>.
npc_dota_hero_winter_wyvern,Winter Wyvern,"<hc>Winter Wyvern</hc> has trouble fighting 1v1, but excels at teamfights with abilities like <ac>Winter's Curse</ac>."
npc_dota_hero_winter_wyvern,Winter Wyvern,<hc>Winter Wyvern</hc> can abuse the low cooldown of <ac>Splinter Blast</ac> to quickly stop creep pushes.
npc_dota_hero_winter_wyvern,Winter Wyvern,<hc>Winter Wyvern</hc> can escape danger by flying over cliffs and trees using <ac>Arctic Burn</ac>.
npc_dota_hero_arc_warden,Arc Warden,"<hc>Arc Warden</hc> gets double benefit from his items, like <ic>Hand of Midas</ic>, since his <ac>Tempest Double</ac> copies his inventory."
npc_dota_hero_arc_warden,Arc Warden,<hc>Arc Warden</hc> can pressure enemies and split push from safety by using his <ac>Tempest Double</ac> to do the dirty work.
npc_dota_hero_arc_warden,Arc Warden,<hc>Arc Warden</hc>'s abilities are useful for chasing and slowing enemies but become limited if enemies are grouped.
npc_dota_hero_arc_warden,Arc Warden,<hc>Arc Warden</hc>'s ability <ac>Magnetic Field</ac> can be used at a crucial time to win a team fight or save a building by protecting anything inside from attacks.
npc_dota_hero_abyssal_underlord,Underlord,<hc>Underlord</hc> is very good at clearing creep waves with a well placed <ac>Firestorm</ac>.
npc_dota_hero_abyssal_underlord,Underlord,<hc>Underlord</hc> collects gold very quickly.  He purchases items like <ic>Crimson Guard</ic> or <ic>Pipe of Insight</ic> to allow him to be more effective in teamfights.
npc_dota_hero_abyssal_underlord,Underlord,"<hc>Underlord</hc> thrives versus low mobility, melee heroes, especially those weak to area of effect control and damage."
npc_dota_hero_abyssal_underlord,Underlord,<hc>Underlord</hc>'s ability <ac>Dark Rift</ac> provides a safe escape from a big push or fight if timed properly.
npc_dota_hero_monkey_king,Monkey King,It's unwise to fight <hc>Monkey King</hc> long enough for his <ac>Jingu Mastery</ac> to activate which grants him bonus damage and lifesteal.
npc_dota_hero_monkey_king,Monkey King,<hc>Monkey King</hc> has many tricks up his sleeve that allow him to escape from danger or hide in plain sight.
npc_dota_hero_monkey_king,Monkey King,<hc>Monkey King</hc> works best moving around the map and finding a weak lane to pressure or gank.
npc_dota_hero_monkey_king,Monkey King,"<hc>Monkey King</hc> can jump across trees to scout for enemies and look for a gank, but is very vulnerable to tree clearing abilities."
npc_dota_hero_monkey_king,Monkey King,<hc>Monkey King</hc> can unleash devastating damage if his enemies are forced to fight inside his <ac>Wukong's Command</ac>.
npc_dota_hero_dark_willow,Dark Willow,<hc>Dark Willow</hc> is a ranged intelligence hero with a powerful array of disables and nukes.
npc_dota_hero_dark_willow,Dark Willow,<hc>Dark Willow</hc>'s ability <ac>Shadow Realm</ac> allows her to become untargetable and makes it difficult for enemies to kill her.
npc_dota_hero_dark_willow,Dark Willow,<hc>Dark Willow</hc> can force opponents who like to stick together to split up with her area of effect stun <ac>Cursed Crown</ac>.
npc_dota_hero_dark_willow,Dark Willow,<hc>Dark Willow</hc>'s <ac>Terrorize</ac> ability causes enemies to run in fear.  It can disrupt an enemy engagement and cause an opening for her team.
npc_dota_hero_pangolier,Pangolier,"<hc>Pangolier</hc> is an aggressive, brawling-oriented hero who is best played in a position where he can quickly get an item advantage over the enemy."
npc_dota_hero_pangolier,Pangolier,<hc>Pangolier</hc>'s ability <ac>Swashbuckle</ac> paired with <ac>Heartpiercer</ac> can add punishing damage and reduce your opponents armor to 0.
npc_dota_hero_pangolier,Pangolier,"When using his ultimate ability <ac>Rolling Thunder</ac>, <hc>Pangolier</hc> gains spell immunity and can lock down his enemies."
npc_dota_hero_pangolier,Pangolier,<hc>Pangolier</hc> can reduce the damage output of his enemies if hits his enemies with <ac>Shield Crash</ac>.
